i,P[|B_i| >= 1]
558,0.028459999999999999187316745974385412409901618957519531250000
559,0.028209999999999998965272141049354104325175285339355468750000
560,0.028070000000000001200151089619794220197945833206176757812500
561,0.027740000000000000768274333040608325973153114318847656250000
562,0.027419999999999999928945726423989981412887573242187500000000
563,0.027140000000000000929256671611256024334579706192016601562500
564,0.026829999999999999682476214957205229438841342926025390625000
565,0.026599999999999998645527909957309020683169364929199218750000
566,0.026280000000000001275646255294304864946752786636352539062500
567,0.025989999999999999213962098565389169380068778991699218750000
568,0.025770000000000001239008895481674699112772941589355468750000
569,0.025469999999999999584776588790191453881561756134033203125000
570,0.025219999999999999362731983865160145796835422515869140625000
571,0.024940000000000000363042929052426188718527555465698242187500
572,0.024649999999999998301358772323510493151843547821044921875000
573,0.024520000000000000128785870856518158689141273498535156250000
574,0.024209999999999998882005414202467363793402910232543945312500
575,0.023949999999999999067412659314868506044149398803710937500000
576,0.023740000000000000685007606193721585441380739212036132812500
577,0.023539999999999998425703751081528025679290294647216796875000
578,0.023330000000000000043298697960381105076521635055541992187500
579,0.023120000000000001660893644839234184473752975463867187500000
580,0.022810000000000000414113188185183389578014612197875976562500
581,0.022579999999999999377164883185287180822342634201049804687500
582,0.022349999999999998340216578185390972066670656204223632812500
583,0.022149999999999999550359675026811601128429174423217773437500
584,0.021899999999999999328315070101780293043702840805053710937500
585,0.021700000000000000538458166943200922105461359024047851562500
586,0.021479999999999999094058011905872263014316558837890625000000
587,0.021250000000000001526556658859590243082493543624877929687500
588,0.021020000000000000489608353859694034326821565628051757812500
589,0.020779999999999999860111898897230275906622409820556640625000
590,0.020539999999999999230615443934766517486423254013061523437500
591,0.020320000000000001255662240851052047219127416610717773437500
592,0.020060000000000001441069485963453189469873905181884765625000
593,0.019879999999999998366861930776394729036837816238403320312500
594,0.019720000000000001416644579421699745580554008483886718750000
595,0.019429999999999999354960422692784050013870000839233398437500
596,0.019150000000000000355271367880050092935562133789062500000000
597,0.018870000000000001355582313067316135857254266738891601562500
598,0.018610000000000001540989558179717278108000755310058593750000
599,0.018470000000000000306421554796543205156922340393066406250000
600,0.018309999999999999886757251488234032876789569854736328125000
601,0.018110000000000001096900348329654661938548088073730468750000
602,0.017960000000000000269784194983913039322942495346069335937500
603,0.017719999999999999640287740021449280902743339538574218750000
604,0.017579999999999998405719736638275207951664924621582031250000
605,0.017409999999999998393507283367398486007004976272583007812500
606,0.017200000000000000011102230246251565404236316680908203125000
607,0.017010000000000000813793477050239744130522012710571289062500
608,0.016830000000000001209032873816795472521334886550903320312500
609,0.016600000000000000172084568816899263765662908554077148437500
610,0.016389999999999998320232563742138154339045286178588867187500
611,0.016219999999999998308020110471261432394385337829589843750000
612,0.016049999999999998295807657200384710449725389480590820312500
613,0.015789999999999998481214902312785852700471878051757812500000
614,0.015630000000000001530997550958090869244188070297241210937500
615,0.015459999999999999784061621710407052887603640556335449218750
616,0.015369999999999999981681320093684917083010077476501464843750
617,0.015219999999999999154565166747943294467404484748840332031250
618,0.015039999999999999549804563514499022858217358589172363281250
619,0.014900000000000000049960036108132044319063425064086914062500
620,0.014749999999999999222843882762390421703457832336425781250000
621,0.014609999999999999722999355356023443164303898811340332031250
622,0.014489999999999999408251127874791563954204320907592773437500
623,0.014290000000000000618394224716212193015962839126586914062500
624,0.014179999999999999896194147197547863470390439033508300781250
625,0.014090000000000000093813845580825727665796875953674316406250
626,0.013910000000000000489053242347381456056609749794006347656250
627,0.013790000000000000174305014866149576846510171890258789062500
628,0.013679999999999999452104937347485247300937771797180175781250
629,0.013499999999999999847344334114040975691750645637512207031250
630,0.013360000000000000347499806707673997152596712112426757812500
631,0.013240000000000000032751579226442117942497134208679199218750
632,0.013089999999999999205635425880700495326891541481018066406250
633,0.012919999999999999193422972609823773382231593132019042968750
634,0.012779999999999999693578445203456794843077659606933593750000
635,0.012569999999999999576449916105502779828384518623352050781250
636,0.012409999999999999156785612797193607548251748085021972656250
637,0.012239999999999999144573159526316885603591799736022949218750
638,0.012009999999999999842348330503227771259844303131103515625000
639,0.011929999999999999632516178849073185119777917861938476562500
640,0.011790000000000000132671651442706206580623984336853027343750
641,0.011629999999999999713007348134397034300491213798522949218750
642,0.011520000000000000725530746592539799166843295097351074218750
643,0.011379999999999999490962743209365726215764880180358886718750
644,0.011270000000000000503486141667508491082116961479187011718750
645,0.011150000000000000188737914186276611872017383575439453125000
646,0.011069999999999999978905762532122025731950998306274414062500
647,0.011010000000000000688893386779909633332863450050354003906250
648,0.010880000000000000781597009336110204458236694335937500000000
649,0.010749999999999999139577155915503681171685457229614257812500
650,0.010680000000000000257016630200723739108070731163024902343750
651,0.010600000000000000047184478546569152968004345893859863281250
652,0.010500000000000000652256026967279467498883605003356933593750
653,0.010439999999999999627520175238259980687871575355529785156250
654,0.010370000000000000744959649523480038624256849288940429687500
655,0.010269999999999999615307721967383258743211627006530761718750
656,0.010170000000000000220379270388093573274090886116027832031250
657,0.010019999999999999393263117042351950658485293388366699218750
658,0.009879999999999999893418589635984972119331359863281250000000
659,0.009769999999999999171218512117320642573758959770202636718750
660,0.009700000000000000288657986402540700510144233703613281250000
661,0.009589999999999999566457908883876370964571833610534667968750
662,0.009499999999999999764077607267154235159978270530700683593750
663,0.009350000000000000671684929898219706956297159194946289062500
664,0.009220000000000000764388552454420278081670403480529785156250
665,0.009119999999999999634736624898323498200625181198120117187500
666,0.008999999999999999319988397417091618990525603294372558593750
667,0.008850000000000000227595720048157090786844491958618164062500
668,0.008739999999999999505395642529492761241272091865539550781250
669,0.008670000000000000622835116814712819177657365798950195312500
670,0.008590000000000000413002965160558233037590980529785156250000
671,0.008449999999999999178434961777384160086512565612792968750000
672,0.008359999999999999376054660160662024281919002532958984375000
673,0.008250000000000000388578058618804789148271083831787109375000
674,0.008160000000000000586197757002082653343677520751953125000000
675,0.008089999999999999968913755310495616868138313293457031250000
676,0.007960000000000000061617377866696187993511557579040527343750
677,0.007879999999999999851785226212541601853445172309875488281250
678,0.007790000000000000049404924595819466048851609230041503906250
679,0.007709999999999999839572772941664879908785223960876464843750
680,0.007629999999999999629740621287510293768718838691711425781250
681,0.007530000000000000234812169708220608299598097801208496093750
682,0.007409999999999999920063942226988729089498519897460937500000
683,0.007309999999999999657773752659295496414415538311004638671875
684,0.007230000000000000315303338993544457480311393737792968750000
685,0.007199999999999999802935413129034714074805378913879394531250
686,0.007130000000000000053013149425851224805228412151336669921875
687,0.007060000000000000303090885722667735535651445388793945312500
688,0.006919999999999999935884620327897209790535271167755126953125
689,0.006850000000000000185962356624713720520958304405212402343750
690,0.006769999999999999976130204970559134380891919136047363281250
691,0.006729999999999999871214129143481841310858726501464843750000
692,0.006640000000000000068833827526759705506265163421630859375000
693,0.006590000000000000371369601737114862771704792976379394531250
694,0.006550000000000000266453525910037569701671600341796875000000
695,0.006479999999999999649169524218450533226132392883300781250000
696,0.006420000000000000359157148466238140827044844627380371093750
697,0.006389999999999999846789222601728397421538829803466796875000
698,0.006320000000000000096866958898544908151961863040924072265625
699,0.006190000000000000189570581454745479277335107326507568359375
700,0.006150000000000000084654505627668186207301914691925048828125
701,0.006109999999999999979738429800590893137268722057342529296875
702,0.006040000000000000229816166097407403867691755294799804687500
703,0.005980000000000000072442052356791464262641966342926025390625
704,0.005910000000000000322519788653607974993064999580383300781250
705,0.005879999999999999810151862789098231587558984756469726562500
706,0.005839999999999999705235786962020938517525792121887207031250
707,0.005760000000000000362765373296269899583421647548675537109375
708,0.005709999999999999797939409518221509642899036407470703125000
709,0.005610000000000000403010957938931824173778295516967773437500
710,0.005519999999999999733268918333806141163222491741180419921875
711,0.005459999999999999575894804593190201558172702789306640625000
712,0.005349999999999999721056465062929419218562543392181396484375
713,0.005290000000000000431044089310717026819474995136260986328125
714,0.005210000000000000221211937656562440679408609867095947265625
715,0.005069999999999999854005672261791914934292435646057128906250
716,0.005000000000000000104083408558608425664715468883514404296875
717,0.004930000000000000354161144855424936395138502120971679687500
718,0.004890000000000000249245069028347643325105309486389160156250
719,0.004760000000000000341948691584548214450478553771972656250000
720,0.004689999999999999724664689892961177974939346313476562500000
721,0.004599999999999999922284388276239042170345783233642578125000
722,0.004559999999999999817368312449161749100312590599060058593750
723,0.004499999999999999659994198708545809495262801647186279296875
724,0.004479999999999999607536160795007162960246205329895019531250
725,0.004449999999999999962529972918900966760702431201934814453125
726,0.004420000000000000317523785042794770561158657073974609375000
727,0.004360000000000000160149671302178830956108868122100830078125
728,0.004360000000000000160149671302178830956108868122100830078125
729,0.004309999999999999595323707524130441015586256980895996093750
730,0.004270000000000000357769369685456695151515305042266845703125
731,0.004190000000000000147937218031302109011448919773101806640625
732,0.004159999999999999635569292166792365605942904949188232421875
733,0.004100000000000000345556916414579973206855356693267822265625
734,0.004049999999999999780730952636531583266332745552062988281250
735,0.004000000000000000083266726846886740531772375106811523437500
736,0.003939999999999999925892613106270800926722586154937744140625
737,0.003910000000000000280886425230164604727178812026977539062500
738,0.003870000000000000175970349403087311657145619392395019531250
739,0.003810000000000000018596235662471372052095830440521240234375
740,0.003729999999999999808764084008316785912029445171356201171875
741,0.003700000000000000163757896132210589712485671043395996093750
742,0.003680000000000000111299858218671943177469074726104736328125
743,0.003650000000000000032612801348363973374944180250167846679688
744,0.003609999999999999927696725521286680304910987615585327148438
745,0.003589999999999999875238687607748033769894391298294067382812
746,0.003559999999999999796551630737440063967369496822357177734375
747,0.003520000000000000125316423904564544500317424535751342773438
748,0.003490000000000000046629367034256574697792530059814453125000
749,0.003449999999999999941713291207179281627759337425231933593750
750,0.003399999999999999810568196423332665290217846632003784179688
751,0.003370000000000000165562008547226469090674072504043579101562
752,0.003320000000000000034416913763379852753132581710815429687500
753,0.003259999999999999877042800022763913148082792758941650390625
754,0.003190000000000000127120536319580423878505825996398925781250
755,0.003180000000000000100891517362811100610997527837753295898438
756,0.003150000000000000022204460492503130808472633361816406250000
757,0.003109999999999999917288384665425837738439440727233886718750
758,0.003069999999999999812372308838348544668406248092651367187500
759,0.002980000000000000009992007221626408863812685012817382812500
760,0.002939999999999999905075931394549115793779492378234863281250
761,0.002880000000000000181382686648134949791710823774337768554688
762,0.002860000000000000128924648734596303256694227457046508789062
763,0.002850000000000000102695629777826979989185929298400878906250
764,0.002799999999999999971550534993980363651644438505172729492188
765,0.002729999999999999787947402296595100779086351394653320312500
766,0.002710000000000000169170233377258227847050875425338745117188
767,0.002650000000000000011796119636642288242001086473464965820312
768,0.002629999999999999959338081723103641706984490156173706054688
769,0.002589999999999999854422005896026348636951297521591186523438
770,0.002569999999999999801963967982487702101934701204299926757812
771,0.002530000000000000130728761149612182634882628917694091796875
772,0.002510000000000000078270723236073536099866032600402832031250
773,0.002459999999999999947125628452226919762324541807174682617188
774,0.002439999999999999894667590538688273227307945489883422851562
775,0.002429999999999999868438571581918949959799647331237792968750
776,0.002409999999999999815980533668380303424783051013946533203125
777,0.002390000000000000197203364749043430492747575044631958007812
778,0.002340000000000000066058269965196814155206084251403808593750
779,0.002320000000000000013600232051658167620189487934112548828125
780,0.002289999999999999934913175181350197817664593458175659179688
781,0.002259999999999999856226118311042228015139698982238769531250
782,0.002239999999999999803768080397503581480123102664947509765625
783,0.002210000000000000158761892521397385280579328536987304687500
784,0.002200000000000000132532873564628062013071030378341674804688
785,0.002190000000000000106303854607858738745562732219696044921875
786,0.002150000000000000001387778780781445675529539585113525390625
787,0.002139999999999999975158759824012122408021241426467895507812
788,0.002139999999999999975158759824012122408021241426467895507812
789,0.002119999999999999922700721910473475873004645109176635742188
790,0.002069999999999999791555627126626859535463154315948486328125
791,0.002060000000000000199007477164059309870935976505279541015625
792,0.002030000000000000120320420293751340068411082029342651367188
793,0.002000000000000000041633363423443370265886187553405761718750
794,0.002000000000000000041633363423443370265886187553405761718750
795,0.001990000000000000015404344466674046998377889394760131835938
796,0.001990000000000000015404344466674046998377889394760131835938
797,0.001940000000000000101099684179928317462326958775520324707031
798,0.001930000000000000074870665223158994194818660616874694824219
799,0.001910000000000000022412627309620347659802064299583435058594
800,0.001879999999999999943725570439312377857277169823646545410156
801,0.001869999999999999917496551482543054589768871665000915527344
802,0.001840000000000000055649929109335971588734537363052368164062
803,0.001820000000000000003191891195797325053717941045761108398438
804,0.001779999999999999898275815368720031983684748411178588867188
805,0.001770000000000000088887230909051595517667010426521301269531
806,0.001740000000000000010200174038743625715142115950584411621094
807,0.001709999999999999931513117168435655912617221474647521972656
808,0.001699999999999999905284098211666332645108923316001892089844
809,0.001680000000000000069666494795228572911582887172698974609375
810,0.001649999999999999990979437924920603109057992696762084960938
811,0.001619999999999999912292381054612633306533098220825195312500
812,0.001600000000000000076674777638174873573007062077522277832031
813,0.001569999999999999997987720767866903770482167601585388183594
814,0.001559999999999999971758701811097580502973869442939758300781
815,0.001549999999999999945529682854328257235465571284294128417969
816,0.001539999999999999919300663897558933967957273125648498535156
817,0.001520000000000000083683060481121174234431236982345581054688
818,0.001500000000000000031225022567582527699414640665054321289062
819,0.001479999999999999978766984654043881164398044347763061523438
820,0.001479999999999999978766984654043881164398044347763061523438
821,0.001469999999999999952537965697274557896889746189117431640625
822,0.001469999999999999952537965697274557896889746189117431640625
823,0.001449999999999999900079927783735911361873149871826171875000
824,0.001420000000000000038233305410528828360838815569877624511719
825,0.001399999999999999985775267496990181825822219252586364746094
826,0.001360000000000000097699626167013775557279586791992187500000
827,0.001350000000000000071470607210244452289771288633346557617188
828,0.001340000000000000045241588253475129022262990474700927734375
829,0.001340000000000000045241588253475129022262990474700927734375
830,0.001309999999999999966554531383167159219738095998764038085938
831,0.001299999999999999940325512426397835952229797840118408203125
832,0.001280000000000000104707909009960076218703761696815490722656
833,0.001280000000000000104707909009960076218703761696815490722656
834,0.001260000000000000052249871096421429683687165379524230957031
835,0.001239999999999999999791833182882783148670569062232971191406
836,0.001190000000000000085487172896137053612619638442993164062500
837,0.001180000000000000059258153939367730345111340284347534179688
838,0.001160000000000000006800116025829083810094743967056274414062
839,0.001160000000000000006800116025829083810094743967056274414062
840,0.001129999999999999928113059155521114007569849491119384765625
841,0.001119999999999999901884040198751790740061551332473754882812
842,0.001119999999999999901884040198751790740061551332473754882812
843,0.001090000000000000040037417825544707739027217030525207519531
844,0.001069999999999999987579379912006061204010620713233947753906
845,0.001069999999999999987579379912006061204010620713233947753906
846,0.001030000000000000099503738582029654935467988252639770507812
847,0.001020000000000000073274719625260331667959690093994140625000
848,0.001020000000000000073274719625260331667959690093994140625000
849,0.001010000000000000047045700668491008400451391935348510742188
850,0.001000000000000000020816681711721685132943093776702880859375
851,0.001000000000000000020816681711721685132943093776702880859375
852,0.000979999999999999968358643798183038597926497459411621093750
853,0.000970000000000000050549842089964158731163479387760162353516
854,0.000949999999999999998091804176425512196146883070468902587891
855,0.000910000000000000001595945597898662526858970522880554199219
856,0.000899999999999999975366926641129339259350672364234924316406
857,0.000870000000000000005100087019371812857571057975292205810547
858,0.000870000000000000005100087019371812857571057975292205810547
859,0.000849999999999999952642049105833166322554461658000946044922
860,0.000849999999999999952642049105833166322554461658000946044922
861,0.000840000000000000034833247397614286455791443586349487304688
862,0.000809999999999999956146190527306316653266549110412597656250
863,0.000809999999999999956146190527306316653266549110412597656250
864,0.000809999999999999956146190527306316653266549110412597656250
865,0.000800000000000000038337388819087436786503531038761138916016
866,0.000779999999999999985879350905548790251486934721469879150391
867,0.000769999999999999959650331948779466983978636562824249267578
868,0.000760000000000000041841530240560587117215618491172790527344
869,0.000750000000000000015612511283791263849707320332527160644531
870,0.000750000000000000015612511283791263849707320332527160644531
871,0.000750000000000000015612511283791263849707320332527160644531
872,0.000739999999999999989383492327021940582199022173881530761719
873,0.000729999999999999963154473370252617314690724015235900878906
874,0.000710000000000000019116652705264414180419407784938812255859
875,0.000710000000000000019116652705264414180419407784938812255859
876,0.000699999999999999992887633748495090912911109626293182373047
877,0.000689999999999999966658614791725767645402811467647552490234
878,0.000689999999999999966658614791725767645402811467647552490234
879,0.000670000000000000022620794126737564511131495237350463867188
880,0.000659999999999999996391775169968241243623197078704833984375
881,0.000659999999999999996391775169968241243623197078704833984375
882,0.000640000000000000052353954504980038109351880848407745361328
883,0.000630000000000000026124935548210714841843582689762115478516
884,0.000630000000000000026124935548210714841843582689762115478516
885,0.000630000000000000026124935548210714841843582689762115478516
886,0.000619999999999999999895916591441391574335284531116485595703
887,0.000609999999999999973666897634672068306826986372470855712891
888,0.000609999999999999973666897634672068306826986372470855712891
889,0.000609999999999999973666897634672068306826986372470855712891
890,0.000609999999999999973666897634672068306826986372470855712891
891,0.000599999999999999947437878677902745039318688213825225830078
892,0.000599999999999999947437878677902745039318688213825225830078
893,0.000599999999999999947437878677902745039318688213825225830078
894,0.000599999999999999947437878677902745039318688213825225830078
895,0.000590000000000000029629076969683865172555670142173767089844
896,0.000590000000000000029629076969683865172555670142173767089844
897,0.000590000000000000029629076969683865172555670142173767089844
898,0.000590000000000000029629076969683865172555670142173767089844
899,0.000590000000000000029629076969683865172555670142173767089844
900,0.000580000000000000003400058012914541905047371983528137207031
901,0.000580000000000000003400058012914541905047371983528137207031
902,0.000569999999999999977171039056145218637539073824882507324219
903,0.000559999999999999950942020099375895370030775666236877441406
904,0.000559999999999999950942020099375895370030775666236877441406
905,0.000559999999999999950942020099375895370030775666236877441406
906,0.000559999999999999950942020099375895370030775666236877441406
907,0.000550000000000000033133218391157015503267757594585418701172
908,0.000550000000000000033133218391157015503267757594585418701172
909,0.000529999999999999980675180477618368968251161277294158935547
910,0.000529999999999999980675180477618368968251161277294158935547
911,0.000529999999999999980675180477618368968251161277294158935547
912,0.000529999999999999980675180477618368968251161277294158935547
913,0.000519999999999999954446161520849045700742863118648529052734
914,0.000510000000000000036637359812630165833979845046997070312500
915,0.000510000000000000036637359812630165833979845046997070312500
916,0.000510000000000000036637359812630165833979845046997070312500
917,0.000510000000000000036637359812630165833979845046997070312500
918,0.000500000000000000010408340855860842566471546888351440429688
919,0.000500000000000000010408340855860842566471546888351440429688
920,0.000489999999999999984179321899091519298963248729705810546875
921,0.000489999999999999984179321899091519298963248729705810546875
922,0.000480000000000000012160411566597417731827590614557266235352
923,0.000480000000000000012160411566597417731827590614557266235352
924,0.000469999999999999985931392609828094464319292455911636352539
925,0.000449999999999999987683463320564669629675336182117462158203
926,0.000449999999999999987683463320564669629675336182117462158203
927,0.000449999999999999987683463320564669629675336182117462158203
928,0.000440000000000000015664552988070568062539678066968917846680
929,0.000429999999999999989435534031301244795031379908323287963867
930,0.000429999999999999989435534031301244795031379908323287963867
931,0.000429999999999999989435534031301244795031379908323287963867
932,0.000429999999999999989435534031301244795031379908323287963867
933,0.000429999999999999989435534031301244795031379908323287963867
934,0.000429999999999999989435534031301244795031379908323287963867
935,0.000429999999999999989435534031301244795031379908323287963867
936,0.000409999999999999991187604742037819960387423634529113769531
937,0.000409999999999999991187604742037819960387423634529113769531
938,0.000409999999999999991187604742037819960387423634529113769531
939,0.000380000000000000020920765120280293558607809245586395263672
940,0.000380000000000000020920765120280293558607809245586395263672
941,0.000380000000000000020920765120280293558607809245586395263672
942,0.000369999999999999994691746163510970291099511086940765380859
943,0.000360000000000000022672835831016868723963852971792221069336
944,0.000349999999999999996443816874247545456455554813146591186523
945,0.000349999999999999996443816874247545456455554813146591186523
946,0.000349999999999999996443816874247545456455554813146591186523
947,0.000340000000000000024424906541753443889319896697998046875000
948,0.000340000000000000024424906541753443889319896697998046875000
949,0.000329999999999999998195887584984120621811598539352416992188
950,0.000320000000000000026176977252490019054675940424203872680664
951,0.000299999999999999973718939338951372519659344106912612915039
952,0.000299999999999999973718939338951372519659344106912612915039
953,0.000290000000000000001700029006457270952523685991764068603516
954,0.000290000000000000001700029006457270952523685991764068603516
955,0.000279999999999999975471010049687947685015387833118438720703
956,0.000279999999999999975471010049687947685015387833118438720703
957,0.000279999999999999975471010049687947685015387833118438720703
958,0.000279999999999999975471010049687947685015387833118438720703
959,0.000279999999999999975471010049687947685015387833118438720703
960,0.000250000000000000005204170427930421283235773444175720214844
961,0.000250000000000000005204170427930421283235773444175720214844
962,0.000250000000000000005204170427930421283235773444175720214844
963,0.000250000000000000005204170427930421283235773444175720214844
964,0.000240000000000000006080205783298708865913795307278633117676
965,0.000240000000000000006080205783298708865913795307278633117676
966,0.000220000000000000007832276494035284031269839033484458923340
967,0.000210000000000000008708311849403571613947860896587371826172
968,0.000200000000000000009584347204771859196625882759690284729004
969,0.000200000000000000009584347204771859196625882759690284729004
970,0.000200000000000000009584347204771859196625882759690284729004
971,0.000200000000000000009584347204771859196625882759690284729004
972,0.000180000000000000011336417915508434361981926485896110534668
973,0.000170000000000000012212453270876721944659948348999023437500
974,0.000170000000000000012212453270876721944659948348999023437500
975,0.000170000000000000012212453270876721944659948348999023437500
976,0.000170000000000000012212453270876721944659948348999023437500
977,0.000170000000000000012212453270876721944659948348999023437500
978,0.000170000000000000012212453270876721944659948348999023437500
979,0.000170000000000000012212453270876721944659948348999023437500
980,0.000170000000000000012212453270876721944659948348999023437500
981,0.000160000000000000013088488626245009527337970212101936340332
982,0.000160000000000000013088488626245009527337970212101936340332
983,0.000160000000000000013088488626245009527337970212101936340332
984,0.000160000000000000013088488626245009527337970212101936340332
985,0.000160000000000000013088488626245009527337970212101936340332
986,0.000160000000000000013088488626245009527337970212101936340332
987,0.000149999999999999986859469669475686259829672053456306457520
988,0.000149999999999999986859469669475686259829672053456306457520
989,0.000149999999999999986859469669475686259829672053456306457520
990,0.000149999999999999986859469669475686259829672053456306457520
991,0.000149999999999999986859469669475686259829672053456306457520
992,0.000139999999999999987735505024843973842507693916559219360352
993,0.000139999999999999987735505024843973842507693916559219360352
994,0.000129999999999999988611540380212261425185715779662132263184
995,0.000129999999999999988611540380212261425185715779662132263184
996,0.000120000000000000003040102891649354432956897653639316558838
997,0.000120000000000000003040102891649354432956897653639316558838
998,0.000110000000000000003916138247017642015634919516742229461670
999,0.000110000000000000003916138247017642015634919516742229461670
1000,0.000110000000000000003916138247017642015634919516742229461670
1001,0.000110000000000000003916138247017642015634919516742229461670
1002,0.000110000000000000003916138247017642015634919516742229461670
1003,0.000110000000000000003916138247017642015634919516742229461670
1004,0.000110000000000000003916138247017642015634919516742229461670
1005,0.000110000000000000003916138247017642015634919516742229461670
1006,0.000110000000000000003916138247017642015634919516742229461670
1007,0.000110000000000000003916138247017642015634919516742229461670
1008,0.000110000000000000003916138247017642015634919516742229461670
1009,0.000110000000000000003916138247017642015634919516742229461670
1010,0.000100000000000000004792173602385929598312941379845142364502
1011,0.000100000000000000004792173602385929598312941379845142364502
1012,0.000100000000000000004792173602385929598312941379845142364502
1013,0.000100000000000000004792173602385929598312941379845142364502
1014,0.000100000000000000004792173602385929598312941379845142364502
1015,0.000100000000000000004792173602385929598312941379845142364502
1016,0.000100000000000000004792173602385929598312941379845142364502
1017,0.000100000000000000004792173602385929598312941379845142364502
1018,0.000090000000000000005668208957754217180990963242948055267334
1019,0.000090000000000000005668208957754217180990963242948055267334
1020,0.000090000000000000005668208957754217180990963242948055267334
1021,0.000090000000000000005668208957754217180990963242948055267334
1022,0.000090000000000000005668208957754217180990963242948055267334
1023,0.000090000000000000005668208957754217180990963242948055267334
1024,0.000090000000000000005668208957754217180990963242948055267334
1025,0.000090000000000000005668208957754217180990963242948055267334
1026,0.000090000000000000005668208957754217180990963242948055267334
1027,0.000090000000000000005668208957754217180990963242948055267334
1028,0.000080000000000000006544244313122504763668985106050968170166
1029,0.000080000000000000006544244313122504763668985106050968170166
1030,0.000080000000000000006544244313122504763668985106050968170166
1031,0.000080000000000000006544244313122504763668985106050968170166
1032,0.000080000000000000006544244313122504763668985106050968170166
1033,0.000069999999999999993867752512421986921253846958279609680176
1034,0.000069999999999999993867752512421986921253846958279609680176
1035,0.000069999999999999993867752512421986921253846958279609680176
1036,0.000069999999999999993867752512421986921253846958279609680176
1037,0.000069999999999999993867752512421986921253846958279609680176
1038,0.000069999999999999993867752512421986921253846958279609680176
1039,0.000069999999999999993867752512421986921253846958279609680176
1040,0.000069999999999999993867752512421986921253846958279609680176
1041,0.000069999999999999993867752512421986921253846958279609680176
1042,0.000069999999999999993867752512421986921253846958279609680176
1043,0.000069999999999999993867752512421986921253846958279609680176
1044,0.000069999999999999993867752512421986921253846958279609680176
1045,0.000069999999999999993867752512421986921253846958279609680176
1046,0.000069999999999999993867752512421986921253846958279609680176
1047,0.000069999999999999993867752512421986921253846958279609680176
1048,0.000060000000000000001520051445824677216478448826819658279419
1049,0.000060000000000000001520051445824677216478448826819658279419
1050,0.000060000000000000001520051445824677216478448826819658279419
1051,0.000060000000000000001520051445824677216478448826819658279419
1052,0.000050000000000000002396086801192964799156470689922571182251
1053,0.000050000000000000002396086801192964799156470689922571182251
1054,0.000050000000000000002396086801192964799156470689922571182251
1055,0.000050000000000000002396086801192964799156470689922571182251
1056,0.000050000000000000002396086801192964799156470689922571182251
1057,0.000050000000000000002396086801192964799156470689922571182251
1058,0.000050000000000000002396086801192964799156470689922571182251
1059,0.000050000000000000002396086801192964799156470689922571182251
1060,0.000050000000000000002396086801192964799156470689922571182251
1061,0.000050000000000000002396086801192964799156470689922571182251
1062,0.000050000000000000002396086801192964799156470689922571182251
1063,0.000050000000000000002396086801192964799156470689922571182251
1064,0.000050000000000000002396086801192964799156470689922571182251
1065,0.000050000000000000002396086801192964799156470689922571182251
1066,0.000050000000000000002396086801192964799156470689922571182251
1067,0.000050000000000000002396086801192964799156470689922571182251
1068,0.000050000000000000002396086801192964799156470689922571182251
1069,0.000050000000000000002396086801192964799156470689922571182251
1070,0.000050000000000000002396086801192964799156470689922571182251
1071,0.000050000000000000002396086801192964799156470689922571182251
1072,0.000050000000000000002396086801192964799156470689922571182251
1073,0.000050000000000000002396086801192964799156470689922571182251
1074,0.000050000000000000002396086801192964799156470689922571182251
1075,0.000050000000000000002396086801192964799156470689922571182251
1076,0.000040000000000000003272122156561252381834492553025484085083
1077,0.000040000000000000003272122156561252381834492553025484085083
1078,0.000040000000000000003272122156561252381834492553025484085083
1079,0.000040000000000000003272122156561252381834492553025484085083
1080,0.000040000000000000003272122156561252381834492553025484085083
1081,0.000030000000000000000760025722912338608239224413409829139709
1082,0.000030000000000000000760025722912338608239224413409829139709
1083,0.000030000000000000000760025722912338608239224413409829139709
1084,0.000030000000000000000760025722912338608239224413409829139709
1085,0.000030000000000000000760025722912338608239224413409829139709
1086,0.000030000000000000000760025722912338608239224413409829139709
1087,0.000030000000000000000760025722912338608239224413409829139709
1088,0.000030000000000000000760025722912338608239224413409829139709
1089,0.000030000000000000000760025722912338608239224413409829139709
1090,0.000030000000000000000760025722912338608239224413409829139709
1091,0.000030000000000000000760025722912338608239224413409829139709
1092,0.000030000000000000000760025722912338608239224413409829139709
1093,0.000030000000000000000760025722912338608239224413409829139709
1094,0.000030000000000000000760025722912338608239224413409829139709
1095,0.000030000000000000000760025722912338608239224413409829139709
1096,0.000030000000000000000760025722912338608239224413409829139709
1097,0.000030000000000000000760025722912338608239224413409829139709
1098,0.000030000000000000000760025722912338608239224413409829139709
1099,0.000030000000000000000760025722912338608239224413409829139709
1100,0.000030000000000000000760025722912338608239224413409829139709
1101,0.000030000000000000000760025722912338608239224413409829139709
1102,0.000030000000000000000760025722912338608239224413409829139709
1103,0.000030000000000000000760025722912338608239224413409829139709
1104,0.000030000000000000000760025722912338608239224413409829139709
1105,0.000030000000000000000760025722912338608239224413409829139709
1106,0.000030000000000000000760025722912338608239224413409829139709
1107,0.000030000000000000000760025722912338608239224413409829139709
1108,0.000030000000000000000760025722912338608239224413409829139709
1109,0.000030000000000000000760025722912338608239224413409829139709
1110,0.000030000000000000000760025722912338608239224413409829139709
1111,0.000030000000000000000760025722912338608239224413409829139709
