i,P[|B_i| >= 1]
277,0.342889999999999972590813968054135330021381378173828125000000
278,0.340210000000000012398970739013748243451118469238281250000000
279,0.337249999999999994226840271949185989797115325927734375000000
280,0.334789999999999976498799014734686352312564849853515625000000
281,0.332179999999999975290876363942516036331653594970703125000000
282,0.329270000000000007123190925995004363358020782470703125000000
283,0.326799999999999979394260662957094609737396240234375000000000
284,0.324440000000000006163958232718869112432003021240234375000000
285,0.322050000000000002930988785010413266718387603759765625000000
286,0.319299999999999972732922515206155367195606231689453125000000
287,0.316649999999999987032595072378171607851982116699218750000000
288,0.314300000000000023803181647963356226682662963867187500000000
289,0.311790000000000011581846592889633029699325561523437500000000
290,0.309340000000000003854694341498543508350849151611328125000000
291,0.307080000000000019610979506978765130043029785156250000000000
292,0.304620000000000001882938249764265492558479309082031250000000
293,0.302379999999999982129850195633480325341224670410156250000000
294,0.300149999999999972377651147326105274260044097900390625000000
295,0.297740000000000004654054919228656217455863952636718750000000
296,0.295559999999999989395149668780504725873470306396484375000000
297,0.293349999999999999644728632119949907064437866210937500000000
298,0.291119999999999989892529583812574855983257293701171875000000
299,0.288880000000000025650592760939616709947586059570312500000000
300,0.286729999999999984883203296703868545591831207275390625000000
301,0.284499999999999975131004248396493494510650634765625000000000
302,0.282409999999999994368948819101206026971340179443359375000000
303,0.280129999999999990123455972934607416391372680664062500000000
304,0.277980000000000004867217739956686273217201232910156250000000
305,0.275799999999999989608312489508534781634807586669921875000000
306,0.273749999999999993338661852249060757458209991455078125000000
307,0.271689999999999987068122209166176617145538330078125000000000
308,0.269270000000000009343636975245317444205284118652343750000000
309,0.267330000000000012061462939527700655162334442138671875000000
310,0.265239999999999975788256278974586166441440582275390625000000
311,0.263160000000000005027089855502708815038204193115234375000000
312,0.261120000000000018758328224066644906997680664062500000000000
313,0.259079999999999976978415361372753977775573730468750000000000
314,0.257089999999999985202947527795913629233837127685546875000000
315,0.254969999999999974438225081030395813286304473876953125000000
316,0.253070000000000017159607068606419488787651062011718750000000
317,0.251139999999999974367170807454385794699192047119140625000000
318,0.249120000000000008100187187665142118930816650390625000000000
319,0.247230000000000005311306949806748889386653900146484375000000
320,0.245329999999999992521537706124945543706417083740234375000000
